Sample ID,Commodity,Pesticide Code,Pesticide Name,Concentration,LOD,pp_,Annotate,Quantitate,Mean,Commodity Type,Variety,Commodity Claim,Facility Type,Origin,Country,State,Quantity,EPA Tolerance (ppm)
"MD1904030005SZWA1P","SZ","AFX","Novaluron","0.036","0.0086","M","","","O","FZ","N/A","NC","R","1","","NC","","0.45"
"MD1904030005SZWA1P","SZ","052","Malathion","0.024","0.002","M","","","O","FZ","N/A","NC","R","1","","NC","","8"
"MD1904030005SZWA1P","SZ","B61","Pyraclostrobin","0.019","0.0033","M","","","O","FZ","N/A","NC","R","1","","NC","","1.2"
"MD1904030005SZWA1P","SZ","B43","Thiamethoxam","0.019","0.0033","M","","","O","FZ","N/A","NC","R","1","","NC","","0.30"
"MD1904030005SZWA1P","SZ","AKG","Fluopyram","0.013","0.005","M","","","O","FZ","N/A","NC","R","1","","NC","","2.0"
"MD1904030005SZWA1P","SZ","B79","Trifloxystrobin","0.0033","0.0015","M","","","O","FZ","N/A","NC","R","1","","NC","","1.5"
"MD1904030005SZWA1P","SZ","AGG","Flonicamid","0.071","0.006","M","","","O","FZ","N/A","NC","R","1","","NC","","1.5"
"MI1901080005SZWA1","SZ","AGG","Flonicamid","0.067","0.006","M","","","O","FZ","Sliced","NC","D","1","","TX","","1.5"
"MI1901080005SZWA1","SZ","AKG","Fluopyram","0.062","0.005","M","","","O","FZ","Sliced","NC","D","1","","TX","","2.0"
"MI1901080005SZWA1","SZ","930","Bifenthrin","0.052","0.002","M","","","O","FZ","Sliced","NC","D","1","","TX","","3.0"
"MI1901080005SZWA1","SZ","AFX","Novaluron","0.038","0.0086","M","","","O","FZ","Sliced","NC","D","1","","TX","","0.45"
"MI1901080005SZWA1","SZ","070","Piperonyl butoxide","0.036","0.005","M","","","O","FZ","Sliced","NC","D","1","","TX","","10 FF"
"MI1901080005SZWA1","SZ","B80","Acetamiprid","0.019","0.0015","M","","","O","FZ","Sliced","NC","D","1","","TX","","0.60"
"MI1901080005SZWA1","SZ","B79","Trifloxystrobin","0.017","0.0015","M","","","O","FZ","Sliced","NC","D","1","","TX","","1.5"
"MI1901080005SZWA1","SZ","B48","Azoxystrobin","0.0052","0.0015","M","","","O","FZ","Sliced","NC","D","1","","TX","","10.0"
"MI1901080005SZWA1","SZ","011","Captan","0.79","0.025","M","","","O","FZ","Sliced","NC","D","1","","TX","","20.0"
"MI1901080005SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.59","0.01","M","","","O","FZ","Sliced","NC","D","1","","TX","","20.0 TP"
"MI1901080005SZWA1","SZ","808","Fenpropathrin","0.3","0.02","M","","","O","FZ","Sliced","NC","D","1","","TX","","2.0"
"MI1901080005SZWA1","SZ","B16","Pyrimethanil","0.22","0.05","M","","","O","FZ","Sliced","NC","D","1","","TX","","3.0"
"MI1901080005SZWA1","SZ","666","Carbendazim (MBC)","0.14","0.001","M","","","O","FZ","Sliced","NC","D","1","","TX","","7.0 TP"
"MI1901080021SZWA1","SZ","AES","Methoxyfenozide","0.037","0.0033","M","","","O","FZ","Whole","NC","D","1","","CA","","2.0"
"MI1901080021SZWA1","SZ","B80","Acetamiprid","0.034","0.0015","M","","","O","FZ","Whole","NC","D","1","","CA","","0.60"
"MI1901080021SZWA1","SZ","052","Malathion","0.026","0.002","M","","","O","FZ","Whole","NC","D","1","","CA","","8"
"MI1901080021SZWA1","SZ","B61","Pyraclostrobin","0.023","0.0033","M","","E","O","FZ","Whole","NC","D","1","","CA","","1.2"
"MI1901080021SZWA1","SZ","AFX","Novaluron","0.023","0.0086","M","","E","O","FZ","Whole","NC","D","1","","CA","","0.45"
"MI1901080021SZWA1","SZ","666","Carbendazim (MBC)","0.021","0.001","M","","","O","FZ","Whole","NC","D","1","","CA","","7.0 TP"
"MI1901080021SZWA1","SZ","B43","Thiamethoxam","0.018","0.0033","M","","","O","FZ","Whole","NC","D","1","","CA","","0.30"
"MI1901080021SZWA1","SZ","B79","Trifloxystrobin","0.011","0.0015","M","","","O","FZ","Whole","NC","D","1","","CA","","1.5"
"MI1901080021SZWA1","SZ","AGG","Flonicamid","0.096","0.006","M","","","O","FZ","Whole","NC","D","1","","CA","","1.5"
"MI1901080021SZWA1","SZ","808","Fenpropathrin","0.082","0.02","M","","","O","FZ","Whole","NC","D","1","","CA","","2.0"
"MI1901080021SZWA1","SZ","011","Captan","0.062","0.025","M","","","O","FZ","Whole","NC","D","1","","CA","","20.0"
"MI1901080021SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.046","0.01","M","","","O","FZ","Whole","NC","D","1","","CA","","20.0 TP"
"MI1901080021SZWA1","SZ","930","Bifenthrin","0.045","0.002","M","","","O","FZ","Whole","NC","D","1","","CA","","3.0"
"MI1901080056SZWA1","SZ","B16","Pyrimethanil","0.075","0.05","M","","E","O","FZ","Whole","NC","D","1","","MI","","3.0"
"MI1901080056SZWA1","SZ","AES","Methoxyfenozide","0.073","0.0033","M","","","O","FZ","Whole","NC","D","1","","MI","","2.0"
"MI1901080056SZWA1","SZ","B79","Trifloxystrobin","0.023","0.0015","M","","","O","FZ","Whole","NC","D","1","","MI","","1.5"
"MI1901080056SZWA1","SZ","052","Malathion","0.012","0.002","M","","","O","FZ","Whole","NC","D","1","","MI","","8"
"MI1901080056SZWA1","SZ","679","Myclobutanil","0.011","0.0033","M","","E","O","FZ","Whole","NC","D","1","","MI","","0.50"
"MI1901080056SZWA1","SZ","B75","Boscalid","0.007","0.0033","M","","","O","FZ","Whole","NC","D","1","","MI","","4.5"
"MI1901080056SZWA1","SZ","967","Imidacloprid","0.0041","0.0033","M","","","O","FZ","Whole","NC","D","1","","MI","","0.50"
"MI1901080056SZWA1","SZ","607","Metalaxyl/Mefenoxam","0.0011","0.001","M","","","O","FZ","Whole","NC","D","1","","MI","","10.0"
"MI1901080084SZWA1","SZ","B79","Trifloxystrobin","0.027","0.0015","M","","","O","FZ","Sliced","NC","D","1","","IL","","1.5"
"MI1901080084SZWA1","SZ","AFX","Novaluron","0.024","0.0086","M","","E","O","FZ","Sliced","NC","D","1","","IL","","0.45"
"MI1901080084SZWA1","SZ","AFM","Flutriafol","0.013","0.01","M","","E","O","FZ","Sliced","NC","D","1","","IL","","1.5"
"MI1901080084SZWA1","SZ","B75","Boscalid","0.012","0.0033","M","","E","O","FZ","Sliced","NC","D","1","","IL","","4.5"
"MI1901080084SZWA1","SZ","B48","Azoxystrobin","0.0045","0.0015","M","","","O","FZ","Sliced","NC","D","1","","IL","","10.0"
"MI1901080084SZWA1","SZ","679","Myclobutanil","0.0039","0.0033","M","","","O","FZ","Sliced","NC","D","1","","IL","","0.50"
"MI1901080084SZWA1","SZ","666","Carbendazim (MBC)","0.0039","0.001","M","","","O","FZ","Sliced","NC","D","1","","IL","","7.0 TP"
"MI1901080084SZWA1","SZ","930","Bifenthrin","0.0024","0.002","M","","","O","FZ","Sliced","NC","D","1","","IL","","3.0"
"MI1901080084SZWA1","SZ","B80","Acetamiprid","0.095","0.0015","M","","","O","FZ","Sliced","NC","D","1","","IL","","0.60"
"MI1901080084SZWA1","SZ","AGG","Flonicamid","0.084","0.006","M","","","O","FZ","Sliced","NC","D","1","","IL","","1.5"
"MI1901080103SZWA1","SZ","B52","Buprofezin","0.0012","0.001","M","","","O","FZ","Whole","NC","D","1","","CA","","2.5"
"MI1901080103SZWA1","SZ","679","Myclobutanil","0.082","0.0033","M","","","O","FZ","Whole","NC","D","1","","CA","","0.50"
"MI1901080103SZWA1","SZ","808","Fenpropathrin","0.064","0.02","M","","","O","FZ","Whole","NC","D","1","","CA","","2.0"
"MI1901080103SZWA1","SZ","930","Bifenthrin","0.044","0.002","M","","","O","FZ","Whole","NC","D","1","","CA","","3.0"
"MI1901080103SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.02","0.01","M","","","O","FZ","Whole","NC","D","1","","CA","","20.0 TP"
"MI1901080103SZWA1","SZ","B75","Boscalid","0.01","0.0033","M","","","O","FZ","Whole","NC","D","1","","CA","","4.5"
"MI1902050008SZWA1P","SZ","624","Tetrahydrophthalimide (THPI)","0.098","0.01","M","","","O","FZ","Sliced","NC","R","1","","MI","","20.0 TP"
"MI1902050008SZWA1P","SZ","011","Captan","0.081","0.025","M","","E","O","FZ","Sliced","NC","R","1","","MI","","20.0"
"MI1902050008SZWA1P","SZ","052","Malathion","0.058","0.002","M","","","O","FZ","Sliced","NC","R","1","","MI","","8"
"MI1902050008SZWA1P","SZ","B72","Tetraconazole","0.052","0.01","M","","","O","FZ","Sliced","NC","R","1","","MI","","0.25"
"MI1902050008SZWA1P","SZ","B52","Buprofezin","0.029","0.001","M","","","O","FZ","Sliced","NC","R","1","","MI","","2.5"
"MI1902050008SZWA1P","SZ","B43","Thiamethoxam","0.022","0.0033","M","","","O","FZ","Sliced","NC","R","1","","MI","","0.30"
"MI1902050008SZWA1P","SZ","264","Propiconazole","0.022","0.01","M","","","O","FZ","Sliced","NC","R","1","","MI","","1.3"
"MI1902050008SZWA1P","SZ","208","Malathion oxygen analog","0.0028","0.002","M","","","O","FZ","Sliced","NC","R","1","","MI","","8"
"MI1902050008SZWA1P","SZ","AGG","Flonicamid","0.17","0.006","M","","","O","FZ","Sliced","NC","R","1","","MI","","1.5"
"MI1902050047SZWA1","SZ","AGG","Flonicamid","0.08","0.006","M","","","O","FZ","Whole","NC","R","1","","MI","","1.5"
"MI1902050047SZWA1","SZ","679","Myclobutanil","0.06","0.0033","M","","","O","FZ","Whole","NC","R","1","","MI","","0.50"
"MI1902050047SZWA1","SZ","AKG","Fluopyram","0.054","0.005","M","","","O","FZ","Whole","NC","R","1","","MI","","2.0"
"MI1902050047SZWA1","SZ","B80","Acetamiprid","0.046","0.0015","M","","","O","FZ","Whole","NC","R","1","","MI","","0.60"
"MI1902050047SZWA1","SZ","AFX","Novaluron","0.044","0.0086","M","","","O","FZ","Whole","NC","R","1","","MI","","0.45"
"MI1902050047SZWA1","SZ","B79","Trifloxystrobin","0.021","0.0015","M","","","O","FZ","Whole","NC","R","1","","MI","","1.5"
"MI1902050047SZWA1","SZ","AGY","Spinetoram","0.0072","0.0033","M","","E","O","FZ","Whole","NC","R","1","","MI","","0.90"
"MI1902050047SZWA1","SZ","B22","Cyprodinil","0.0068","0.005","M","","","O","FZ","Whole","NC","R","1","","MI","","5.0"
"MI1902050047SZWA1","SZ","011","Captan","0.11","0.025","M","","","O","FZ","Whole","NC","R","1","","MI","","20.0"
"MI1902050056SZWA1P","SZ","AGG","Flonicamid","0.033","0.006","M","","","O","FZ","Sliced","NC","R","1","","MI","","1.5"
"MI1902050056SZWA1P","SZ","011","Captan","0.028","0.025","M","","","O","FZ","Sliced","NC","R","1","","MI","","20.0"
"MI1902050056SZWA1P","SZ","B43","Thiamethoxam","0.022","0.0033","M","","","O","FZ","Sliced","NC","R","1","","MI","","0.30"
"MI1902050056SZWA1P","SZ","B79","Trifloxystrobin","0.018","0.0015","M","","","O","FZ","Sliced","NC","R","1","","MI","","1.5"
"MI1902050056SZWA1P","SZ","052","Malathion","0.016","0.002","M","","","O","FZ","Sliced","NC","R","1","","MI","","8"
"MI1902050056SZWA1P","SZ","B75","Boscalid","0.0045","0.0033","M","","","O","FZ","Sliced","NC","R","1","","MI","","4.5"
"MI1902050056SZWA1P","SZ","B80","Acetamiprid","0.0031","0.0015","M","","","O","FZ","Sliced","NC","R","1","","MI","","0.60"
"MI1902050056SZWA1P","SZ","607","Metalaxyl/Mefenoxam","0.0012","0.001","M","","","O","FZ","Sliced","NC","R","1","","MI","","10.0"
"MI1902050056SZWA1P","SZ","AKG","Fluopyram","0.071","0.005","M","","","O","FZ","Sliced","NC","R","1","","MI","","2.0"
"MI1902050103SZWA1","SZ","B75","Boscalid","0.0075","0.0033","M","","","O","FZ","Whole","NC","D","1","","CA","","4.5"
"MI1902050103SZWA1","SZ","B43","Thiamethoxam","0.0051","0.0033","M","","","O","FZ","Whole","NC","D","1","","CA","","0.30"
"MI1902050103SZWA1","SZ","B48","Azoxystrobin","0.0044","0.0015","M","","","O","FZ","Whole","NC","D","1","","CA","","10.0"
"MI1902050103SZWA1","SZ","930","Bifenthrin","0.0022","0.002","M","","","O","FZ","Whole","NC","D","1","","CA","","3.0"
"MI1902050103SZWA1","SZ","AGG","Flonicamid","0.035","0.006","M","","","O","FZ","Whole","NC","D","1","","CA","","1.5"
"MI1902050103SZWA1","SZ","011","Captan","0.028","0.025","M","","","O","FZ","Whole","NC","D","1","","CA","","20.0"
"MI1902050103SZWA1","SZ","B22","Cyprodinil","0.02","0.005","M","","","O","FZ","Whole","NC","D","1","","CA","","5.0"
"MI1902050103SZWA1","SZ","666","Carbendazim (MBC)","0.018","0.001","M","","","O","FZ","Whole","NC","D","1","","CA","","7.0 TP"
"MI1902050103SZWA1","SZ","679","Myclobutanil","0.012","0.0033","M","","","O","FZ","Whole","NC","D","1","","CA","","0.50"
"MI1902050103SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.012","0.01","M","","","O","FZ","Whole","NC","D","1","","CA","","20.0 TP"
"MI1902050103SZWA1","SZ","052","Malathion","0.011","0.002","M","","","O","FZ","Whole","NC","D","1","","CA","","8"
"MI1903050006SZWA1P","SZ","666","Carbendazim (MBC)","0.024","0.001","M","","","O","FZ","Whole","NC","R","1","","CA","","7.0 TP"
"MI1903050006SZWA1P","SZ","AKG","Fluopyram","0.021","0.005","M","","","O","FZ","Whole","NC","R","1","","CA","","2.0"
"MI1903050006SZWA1P","SZ","624","Tetrahydrophthalimide (THPI)","0.017","0.01","M","","","O","FZ","Whole","NC","R","1","","CA","","20.0 TP"
"MI1903050006SZWA1P","SZ","679","Myclobutanil","0.0079","0.0033","M","","","O","FZ","Whole","NC","R","1","","CA","","0.50"
"MI1903050006SZWA1P","SZ","B79","Trifloxystrobin","0.0064","0.0015","M","","","O","FZ","Whole","NC","R","1","","CA","","1.5"
"MI1903050006SZWA1P","SZ","B80","Acetamiprid","0.0061","0.0015","M","","","O","FZ","Whole","NC","R","1","","CA","","0.60"
"MI1903050006SZWA1P","SZ","B75","Boscalid","0.0043","0.0033","M","","E","O","FZ","Whole","NC","R","1","","CA","","4.5"
"MI1903050006SZWA1P","SZ","208","Malathion oxygen analog","0.0038","0.002","M","","","O","FZ","Whole","NC","R","1","","CA","","8"
"MI1903050006SZWA1P","SZ","AGG","Flonicamid","0.075","0.006","M","","","O","FZ","Whole","NC","R","1","","CA","","1.5"
"MI1903050006SZWA1P","SZ","052","Malathion","0.062","0.002","M","","","O","FZ","Whole","NC","R","1","","CA","","8"
"MI1903050006SZWA1P","SZ","808","Fenpropathrin","0.061","0.02","M","","","O","FZ","Whole","NC","R","1","","CA","","2.0"
"MI1903050006SZWA1P","SZ","AES","Methoxyfenozide","0.056","0.0033","M","","","O","FZ","Whole","NC","R","1","","CA","","2.0"
"MI1903050006SZWA1P","SZ","B43","Thiamethoxam","0.036","0.0033","M","","","O","FZ","Whole","NC","R","1","","CA","","0.30"
"MI1903050006SZWA1P","SZ","B61","Pyraclostrobin","0.032","0.0033","M","","","O","FZ","Whole","NC","R","1","","CA","","1.2"
"MI1903050006SZWA1P","SZ","930","Bifenthrin","0.031","0.002","M","","","O","FZ","Whole","NC","R","1","","CA","","3.0"
"MI1903050006SZWA1P","SZ","AFX","Novaluron","0.027","0.0086","M","","","O","FZ","Whole","NC","R","1","","CA","","0.45"
"MI1903050056SZWA1","SZ","B43","Thiamethoxam","0.0094","0.0033","M","","","O","FZ","Sliced","NC","D","1","","MI","","0.30"
"MI1903050056SZWA1","SZ","B75","Boscalid","0.0052","0.0033","M","","","O","FZ","Sliced","NC","D","1","","MI","","4.5"
"MI1903050056SZWA1","SZ","B79","Trifloxystrobin","0.0049","0.0015","M","","","O","FZ","Sliced","NC","D","1","","MI","","1.5"
"MI1903050056SZWA1","SZ","B16","Pyrimethanil","0.26","0.05","M","","","O","FZ","Sliced","NC","D","1","","MI","","3.0"
"MI1903050056SZWA1","SZ","808","Fenpropathrin","0.048","0.02","M","","","O","FZ","Sliced","NC","D","1","","MI","","2.0"
"MI1903050056SZWA1","SZ","679","Myclobutanil","0.036","0.0033","M","","","O","FZ","Sliced","NC","D","1","","MI","","0.50"
"MI1903050056SZWA1","SZ","AKG","Fluopyram","0.023","0.005","M","","","O","FZ","Sliced","NC","D","1","","MI","","2.0"
"MI1903050103SZWA1P","SZ","B80","Acetamiprid","0.055","0.0015","M","","","O","FZ","Whole","NC","R","1","","MN","","0.60"
"MI1903050103SZWA1P","SZ","AFX","Novaluron","0.048","0.0086","M","","","O","FZ","Whole","NC","R","1","","MN","","0.45"
"MI1903050103SZWA1P","SZ","624","Tetrahydrophthalimide (THPI)","0.046","0.01","M","","","O","FZ","Whole","NC","R","1","","MN","","20.0 TP"
"MI1903050103SZWA1P","SZ","679","Myclobutanil","0.034","0.0033","M","","","O","FZ","Whole","NC","R","1","","MN","","0.50"
"MI1903050103SZWA1P","SZ","AGY","Spinetoram","0.012","0.0033","M","","","O","FZ","Whole","NC","R","1","","MN","","0.90"
"MI1903050103SZWA1P","SZ","B22","Cyprodinil","0.0056","0.005","M","","","O","FZ","Whole","NC","R","1","","MN","","5.0"
"MI1903050103SZWA1P","SZ","B10","Hexythiazox","0.0041","0.002","M","","","O","FZ","Whole","NC","R","1","","MN","","6"
"MI1903050103SZWA1P","SZ","B75","Boscalid","0.19","0.0033","M","","","O","FZ","Whole","NC","R","1","","MN","","4.5"
"MI1903050103SZWA1P","SZ","AGG","Flonicamid","0.15","0.006","M","","","O","FZ","Whole","NC","R","1","","MN","","1.5"
"MI1903050103SZWA1P","SZ","B16","Pyrimethanil","0.12","0.05","M","","","O","FZ","Whole","NC","R","1","","MN","","3.0"
"MI1903050103SZWA1P","SZ","011","Captan","0.11","0.025","M","","E","O","FZ","Whole","NC","R","1","","MN","","20.0"
"MI1904020047SZWA1","SZ","AFX","Novaluron","0.04","0.0086","M","","","O","FZ","Whole","NC","R","1","","MI","","0.45"
"MI1904020047SZWA1","SZ","AES","Methoxyfenozide","0.037","0.0033","M","","","O","FZ","Whole","NC","R","1","","MI","","2.0"
"MI1904020047SZWA1","SZ","052","Malathion","0.027","0.002","M","","","O","FZ","Whole","NC","R","1","","MI","","8"
"MI1904020047SZWA1","SZ","B43","Thiamethoxam","0.024","0.0033","M","","","O","FZ","Whole","NC","R","1","","MI","","0.30"
"MI1904020047SZWA1","SZ","AGG","Flonicamid","0.018","0.006","M","","","O","FZ","Whole","NC","R","1","","MI","","1.5"
"MI1904020047SZWA1","SZ","AKG","Fluopyram","0.015","0.005","M","","","O","FZ","Whole","NC","R","1","","MI","","2.0"
"MI1904020047SZWA1","SZ","B80","Acetamiprid","0.0091","0.0015","M","","","O","FZ","Whole","NC","R","1","","MI","","0.60"
"MI1904020047SZWA1","SZ","B79","Trifloxystrobin","0.0045","0.0015","M","","","O","FZ","Whole","NC","R","1","","MI","","1.5"
"MI1904020047SZWA1","SZ","808","Fenpropathrin","0.1","0.02","M","","","O","FZ","Whole","NC","R","1","","MI","","2.0"
"MI1904020047SZWA1","SZ","B61","Pyraclostrobin","0.065","0.0033","M","","","O","FZ","Whole","NC","R","1","","MI","","1.2"
"MI1904020047SZWA1","SZ","930","Bifenthrin","0.062","0.002","M","","","O","FZ","Whole","NC","R","1","","MI","","3.0"
"MI1904020103SZWA1","SZ","808","Fenpropathrin","0.026","0.02","M","","E","O","FZ","Whole","NC","D","1","","CA","","2.0"
"MI1904020103SZWA1","SZ","011","Captan","0.025","0.025","M","","","O","FZ","Whole","NC","D","1","","CA","","20.0"
"MI1904020103SZWA1","SZ","B43","Thiamethoxam","0.02","0.0033","M","","","O","FZ","Whole","NC","D","1","","CA","","0.30"
"MI1904020103SZWA1","SZ","930","Bifenthrin","0.019","0.002","M","","","O","FZ","Whole","NC","D","1","","CA","","3.0"
"MI1904020103SZWA1","SZ","052","Malathion","0.015","0.002","M","","","O","FZ","Whole","NC","D","1","","CA","","8"
"MI1904020103SZWA1","SZ","666","Carbendazim (MBC)","0.011","0.001","M","","","O","FZ","Whole","NC","D","1","","CA","","7.0 TP"
"MI1904020103SZWA1","SZ","AES","Methoxyfenozide","0.01","0.0033","M","","","O","FZ","Whole","NC","D","1","","CA","","2.0"
"MI1904020103SZWA1","SZ","B10","Hexythiazox","0.0053","0.002","M","","","O","FZ","Whole","NC","D","1","","CA","","6"
"MI1904020103SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.051","0.01","M","","","O","FZ","Whole","NC","D","1","","CA","","20.0 TP"
"MI1904020103SZWA1","SZ","AGG","Flonicamid","0.048","0.006","M","","","O","FZ","Whole","NC","D","1","","CA","","1.5"
"MI1905070008SZWA1P","SZ","930","Bifenthrin","0.015","0.002","M","","","O","FZ","Whole","NC","R","1","","MN","","3.0"
"MI1905070008SZWA1P","SZ","AKG","Fluopyram","0.0063","0.005","M","","","O","FZ","Whole","NC","R","1","","MN","","2.0"
"MI1905070008SZWA1P","SZ","AGY","Spinetoram","0.0046","0.0033","M","","E","O","FZ","Whole","NC","R","1","","MN","","0.90"
"MI1905070008SZWA1P","SZ","B79","Trifloxystrobin","0.0026","0.0015","M","","","O","FZ","Whole","NC","R","1","","MN","","1.5"
"MI1905070008SZWA1P","SZ","607","Metalaxyl/Mefenoxam","0.002","0.001","M","","","O","FZ","Whole","NC","R","1","","MN","","10.0"
"MI1905070008SZWA1P","SZ","011","Captan","0.2","0.025","M","","E","O","FZ","Whole","NC","R","1","","MN","","20.0"
"MI1905070008SZWA1P","SZ","B75","Boscalid","0.092","0.0033","M","","","O","FZ","Whole","NC","R","1","","MN","","4.5"
"MI1905070008SZWA1P","SZ","B16","Pyrimethanil","0.088","0.05","M","","","O","FZ","Whole","NC","R","1","","MN","","3.0"
"MI1905070008SZWA1P","SZ","624","Tetrahydrophthalimide (THPI)","0.087","0.01","M","","","O","FZ","Whole","NC","R","1","","MN","","20.0 TP"
"MI1905070008SZWA1P","SZ","AFX","Novaluron","0.06","0.0086","M","","","O","FZ","Whole","NC","R","1","","MN","","0.45"
"MI1905070008SZWA1P","SZ","B80","Acetamiprid","0.057","0.0015","M","","","O","FZ","Whole","NC","R","1","","MN","","0.60"
"MI1905070008SZWA1P","SZ","B61","Pyraclostrobin","0.055","0.0033","M","","","O","FZ","Whole","NC","R","1","","MN","","1.2"
"MI1905070008SZWA1P","SZ","AGG","Flonicamid","0.047","0.006","M","","","O","FZ","Whole","NC","R","1","","MN","","1.5"
"MI1905070008SZWA1P","SZ","679","Myclobutanil","0.037","0.0033","M","","","O","FZ","Whole","NC","R","1","","MN","","0.50"
"MI1905070008SZWA1P","SZ","AHT","Fluopicolide","0.027","0.005","M","V","","O","FZ","Whole","NC","R","1","","MN","","NT"
"MI1906040005SZWA1","SZ","AKG","Fluopyram","0.017","0.005","M","","","O","FZ","Sliced","NC","D","1","","CA","","2.0"
"MI1906040005SZWA1","SZ","B72","Tetraconazole","0.014","0.01","M","","","O","FZ","Sliced","NC","D","1","","CA","","0.25"
"MI1906040005SZWA1","SZ","666","Carbendazim (MBC)","0.013","0.001","M","","","O","FZ","Sliced","NC","D","1","","CA","","7.0 TP"
"MI1906040005SZWA1","SZ","AFM","Flutriafol","0.01","0.01","M","","","O","FZ","Sliced","NC","D","1","","CA","","1.5"
"MI1906040005SZWA1","SZ","930","Bifenthrin","0.01","0.002","M","","","O","FZ","Sliced","NC","D","1","","CA","","3.0"
"MI1906040005SZWA1","SZ","B61","Pyraclostrobin","0.0083","0.0033","M","","","O","FZ","Sliced","NC","D","1","","CA","","1.2"
"MI1906040005SZWA1","SZ","B75","Boscalid","0.006","0.0033","M","","","O","FZ","Sliced","NC","D","1","","CA","","4.5"
"MI1906040005SZWA1","SZ","B79","Trifloxystrobin","0.0043","0.0015","M","","","O","FZ","Sliced","NC","D","1","","CA","","1.5"
"MI1906040005SZWA1","SZ","808","Fenpropathrin","0.21","0.02","M","","","O","FZ","Sliced","NC","D","1","","CA","","2.0"
"MI1906040005SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.15","0.01","M","","E","O","FZ","Sliced","NC","D","1","","CA","","20.0 TP"
"MI1906040005SZWA1","SZ","AGG","Flonicamid","0.068","0.006","M","","","O","FZ","Sliced","NC","D","1","","CA","","1.5"
"MI1906040005SZWA1","SZ","B80","Acetamiprid","0.047","0.0015","M","","","O","FZ","Sliced","NC","D","1","","CA","","0.60"
"MI1906040005SZWA1","SZ","011","Captan","0.035","0.025","M","","E","O","FZ","Sliced","NC","D","1","","CA","","20.0"
"MI1906040005SZWA1","SZ","679","Myclobutanil","0.026","0.0033","M","","","O","FZ","Sliced","NC","D","1","","CA","","0.50"
"MI1906040091SZWA1P","SZ","B75","Boscalid","0.0046","0.0033","M","","","O","FZ","Whole","NC","R","1","","OH","","4.5"
"MI1906040091SZWA1P","SZ","208","Malathion oxygen analog","0.0028","0.002","M","","","O","FZ","Whole","NC","R","1","","OH","","8"
"MI1906040091SZWA1P","SZ","AKG","Fluopyram","0.083","0.005","M","","","O","FZ","Whole","NC","R","1","","OH","","2.0"
"MI1906040091SZWA1P","SZ","B43","Thiamethoxam","0.034","0.0033","M","","","O","FZ","Whole","NC","R","1","","OH","","0.30"
"MI1906040091SZWA1P","SZ","679","Myclobutanil","0.034","0.0033","M","","","O","FZ","Whole","NC","R","1","","OH","","0.50"
"MI1906040091SZWA1P","SZ","052","Malathion","0.033","0.002","M","","","O","FZ","Whole","NC","R","1","","OH","","8"
"MI1907020005SZWA1","SZ","679","Myclobutanil","0.014","0.0033","M","","","O","FZ","Whole","NC","D","1","","CA","","0.50"
"MI1907020005SZWA1","SZ","B80","Acetamiprid","0.013","0.0015","M","","","O","FZ","Whole","NC","D","1","","CA","","0.60"
"MI1907020005SZWA1","SZ","AGG","Flonicamid","0.013","0.006","M","","","O","FZ","Whole","NC","D","1","","CA","","1.5"
"MI1907020005SZWA1","SZ","B79","Trifloxystrobin","0.0054","0.0015","M","","","O","FZ","Whole","NC","D","1","","CA","","1.5"
"MI1907020005SZWA1","SZ","B75","Boscalid","0.004","0.0033","M","","","O","FZ","Whole","NC","D","1","","CA","","4.5"
"MI1907020005SZWA1","SZ","B43","Thiamethoxam","0.0039","0.0033","M","","","O","FZ","Whole","NC","D","1","","CA","","0.30"
"MI1907020005SZWA1","SZ","052","Malathion","0.0038","0.002","M","","","O","FZ","Whole","NC","D","1","","CA","","8"
"MI1907020005SZWA1","SZ","666","Carbendazim (MBC)","0.0027","0.001","M","","","O","FZ","Whole","NC","D","1","","CA","","7.0 TP"
"MI1907020005SZWA1","SZ","624","Tetrahydrophthalimide (THPI)","0.23","0.01","M","","","O","FZ","Whole","NC","D","1","","CA","","20.0 TP"
"MI1907020005SZWA1","SZ","AFM","Flutriafol","0.023","0.01","M","","","O","FZ","Whole","NC","D","1","","CA","","1.5"
"MI1907020005SZWA1","SZ","930","Bifenthrin","0.022","0.002","M","","","O","FZ","Whole","NC","D","1","","CA","","3.0"
"MI1907020008SZWA1P","SZ","264","Propiconazole","0.014","0.01","M","","","O","FZ","Whole","NC","R","1","","MN","","1.3"
"MI1907020008SZWA1P","SZ","AKG","Fluopyram","0.0095","0.005","M","","","O","FZ","Whole","NC","R","1","","MN","","2.0"
"MI1907020008SZWA1P","SZ","B43","Thiamethoxam","0.0089","0.0033","M","","","O","FZ","Whole","NC","R","1","","MN","","0.30"
"MI1907020008SZWA1P","SZ","AES","Methoxyfenozide","0.0084","0.0033","M","","","O","FZ","Whole","NC","R","1","","MN","","2.0"
"MI1907020008SZWA1P","SZ","666","Carbendazim (MBC)","0.0048","0.001","M","","","O","FZ","Whole","NC","R","1","","MN","","7.0 TP"
