"Year","State","State ANSI","category","measurement","Value","use","Chemical","Number"
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," HERBICIDE","NAPROPAMIDE",103001
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","1,700"," HERBICIDE","OXYFLUORFEN",111601
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," HERBICIDE","PARAQUAT",61601
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","10,800"," HERBICIDE","PENDIMETHALIN",108501
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","16,900"," HERBICIDE","CHEMICAL",NA
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","200"," INSECTICIDE","ABAMECTIN",122804
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","7,400"," INSECTICIDE","ACEQUINOCYL",6329
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","2,300"," INSECTICIDE","ACETAMIPRID",99050
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","600"," INSECTICIDE","AZADIRACHTIN",121701
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," INSECTICIDE","BEAUVERIA BASSIANA",128924
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","16,700"," INSECTICIDE","BIFENAZATE",586
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","3,400"," INSECTICIDE","BIFENTHRIN",128825
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," INSECTICIDE","BT KURSTAK ABTS-1857",6523
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," INSECTICIDE","BT KURSTAKI ABTS-351",6522
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," INSECTICIDE","BT KURSTAKI EG7841",6453
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," INSECTICIDE","BT KURSTAKI SA-11",6519
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," INSECTICIDE","BT SUB AIZAWAI GC-91",6426
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","BUPROFEZIN",275100
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," INSECTICIDE","BURKHOLDERIA A396 CELLS & MEDIA",6534
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","CANOLA OIL",11332
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","1,800"," INSECTICIDE","CHLORANTRANILIPROLE",90100
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA",16329
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","1,100"," INSECTICIDE","CYANTRANILIPROLE",90098
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","5,500"," INSECTICIDE","CYFLUMETOFEN",138831
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","DIAZINON",57801
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","ETOXAZOLE",107091
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","FENBUTATIN-OXIDE",104601
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","2,500"," INSECTICIDE","FENPROPATHRIN",127901
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","200"," INSECTICIDE","FENPYROXIMATE",129131
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","3,600"," INSECTICIDE","FLONICAMID",128016
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","3,600"," INSECTICIDE","FLUPYRADIFURONE",122304
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," INSECTICIDE","HELICOVERPA ZEA NPV",107300
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","2,600"," INSECTICIDE","HEXYTHIAZOX",128849
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","2,500"," INSECTICIDE","IMIDACLOPRID",129099
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","29,100"," INSECTICIDE","MALATHION",57701
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","2,600"," INSECTICIDE","METHOXYFENOZIDE",121027
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","2,900"," INSECTICIDE","NALED",34401
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","3,100"," INSECTICIDE","NEEM OIL",25006
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","5,800"," INSECTICIDE","NEEM OIL",NA
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","3,300"," INSECTICIDE","NOVALURON",124002
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","PETROLEUM DISTILLATE",63503
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","PIPERONYL BUTOXIDE",67501
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","POTASSIUM SALTS",79021
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","100"," INSECTICIDE","PYRETHRINS",69001
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","PYRIDABEN",129105
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," INSECTICIDE","PYRIPROXYFEN",129032
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","2,200"," INSECTICIDE","SPINETORAM",110007
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","1,800"," INSECTICIDE","SPINOSAD",110003
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","700"," INSECTICIDE","SPIROMESIFEN",24875
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","600"," INSECTICIDE","THIAMETHOXAM",60109
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","116,700"," INSECTICIDE","CHEMICAL",NA
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","ACIBENZOLAR-S-METHYL",61402
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","CAPRIC ACID",128955
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","CAPRYLIC ACID",128919
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," OTHER","CAPSICUM OLEORESIN EXTRACT",70704
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","5,692,600"," OTHER","CHLOROPICRIN",81501
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","848,600"," OTHER","DICHLOROPROPENE",29001
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","2,600"," OTHER","FLUTRIAFOL",128940
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","GARLIC OIL",128827
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","9,400"," OTHER","HYDROGEN PEROXIDE",595
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","IRON PHOSPHATE",34903
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","1,040,400"," OTHER","METAM-POTASSIUM",39002
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","MINERAL OIL",63502
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","PAECILOMYCES FUMOSOR",115002
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","2,000"," OTHER","PEROXYACETIC ACID",63201
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(D)"," OTHER","POTASSIUM SILICATE",72606
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","(NA)"," OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009",6800
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","3,000"," OTHER","REYNOUTRIA SACHALINE",55809
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB","7,602,900"," OTHER","CHEMICAL",NA
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.237"," FUNGICIDE","AZOXYSTROBIN",128810
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," FUNGICIDE","BACILLUS AMYLOLIQUEFAC F727",16489
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS MBI 600",129082
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747",16482
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," FUNGICIDE","BACILLUS PUMILUS",6485
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," FUNGICIDE","BACILLUS SUBTILIS",6479
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","BLAD",30006
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.017"," FUNGICIDE","BORAX DECAHYDRATE",11102
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.372"," FUNGICIDE","BOSCALID",128008
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19",6544
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","1.662"," FUNGICIDE","CAPTAN",81301
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","COPPER OCTANOATE",23306
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.023"," FUNGICIDE","CYFLUFENAMID",555550
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.333"," FUNGICIDE","CYPRODINIL",288202
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","DIFENOCONAZOLE",128847
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.627"," FUNGICIDE","FENHEXAMID",90209
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.222"," FUNGICIDE","FLUDIOXONIL",71503
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.125"," FUNGICIDE","FLUOPYRAM",80302
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.174"," FUNGICIDE","FLUXAPYROXAD",138009
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","FOSETYL-AL",123301
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","ISOFETAMID",270000
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.483"," FUNGICIDE","MEFENOXAM",113502
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," FUNGICIDE","MONO-POTASSIUM SALT",76416
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.105"," FUNGICIDE","MYCLOBUTANIL",128857
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.279"," FUNGICIDE","PENTHIOPYRAD",90112
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.098"," FUNGICIDE","POLYOXIN D ZINC SALT",230000
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","2.152"," FUNGICIDE","POTASSIUM BICARBON.",73508
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.113"," FUNGICIDE","PROPICONAZOLE",122101
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.179"," FUNGICIDE","PYRACLOSTROBIN",99100
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.711"," FUNGICIDE","PYRIMETHANIL",288201
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.098"," FUNGICIDE","QUINOLINE",55459
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," FUNGICIDE","STREPTOMYCES LYDICUS",6327
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","3.779"," FUNGICIDE","SULFUR",77501
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.038"," FUNGICIDE","TETRACONAZOLE",120603
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.707"," FUNGICIDE","THIOPHANATE-METHYL",102001
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","2.144"," FUNGICIDE","THIRAM",79801
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.124"," FUNGICIDE","TRIFLOXYSTROBIN",129112
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.251"," FUNGICIDE","TRIFLUMIZOLE",128879
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," HERBICIDE","CARFENTRAZONE-ETHYL",128712
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.084"," HERBICIDE","FLUMIOXAZIN",129034
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," HERBICIDE","GLYPHOSATE ISO. SALT",103601
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," HERBICIDE","GLYPHOSATE POT. SALT",103613
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," HERBICIDE","NAPROPAMIDE",103001
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.301"," HERBICIDE","OXYFLUORFEN",111601
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," HERBICIDE","PARAQUAT",61601
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","1.327"," HERBICIDE","PENDIMETHALIN",108501
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.018"," INSECTICIDE","ABAMECTIN",122804
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.305"," INSECTICIDE","ACEQUINOCYL",6329
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.138"," INSECTICIDE","ACETAMIPRID",99050
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.029"," INSECTICIDE","AZADIRACHTIN",121701
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," INSECTICIDE","BEAUVERIA BASSIANA",128924
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.505"," INSECTICIDE","BIFENAZATE",586
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.123"," INSECTICIDE","BIFENTHRIN",128825
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," INSECTICIDE","BT KURSTAK ABTS-1857",6523
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," INSECTICIDE","BT KURSTAKI ABTS-351",6522
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," INSECTICIDE","BT KURSTAKI EG7841",6453
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," INSECTICIDE","BT KURSTAKI SA-11",6519
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," INSECTICIDE","BT SUB AIZAWAI GC-91",6426
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","BUPROFEZIN",275100
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," INSECTICIDE","BURKHOLDERIA A396 CELLS & MEDIA",6534
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","CANOLA OIL",11332
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.066"," INSECTICIDE","CHLORANTRANILIPROLE",90100
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," INSECTICIDE","CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA",16329
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.109"," INSECTICIDE","CYANTRANILIPROLE",90098
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.178"," INSECTICIDE","CYFLUMETOFEN",138831
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","DIAZINON",57801
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","ETOXAZOLE",107091
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","FENBUTATIN-OXIDE",104601
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.233"," INSECTICIDE","FENPROPATHRIN",127901
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.106"," INSECTICIDE","FENPYROXIMATE",129131
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.088"," INSECTICIDE","FLONICAMID",128016
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.18"," INSECTICIDE","FLUPYRADIFURONE",122304
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," INSECTICIDE","HELICOVERPA ZEA NPV",107300
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.218"," INSECTICIDE","HEXYTHIAZOX",128849
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.513"," INSECTICIDE","IMIDACLOPRID",129099
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","2.027"," INSECTICIDE","MALATHION",57701
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.169"," INSECTICIDE","METHOXYFENOZIDE",121027
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.907"," INSECTICIDE","NALED",34401
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.779"," INSECTICIDE","NEEM OIL",25006
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","2.222"," INSECTICIDE","NEEM OIL",NA
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.077"," INSECTICIDE","NOVALURON",124002
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","PETROLEUM DISTILLATE",63503
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","PIPERONYL BUTOXIDE",67501
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","POTASSIUM SALTS",79021
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.041"," INSECTICIDE","PYRETHRINS",69001
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","PYRIDABEN",129105
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," INSECTICIDE","PYRIPROXYFEN",129032
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.076"," INSECTICIDE","SPINETORAM",110007
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.095"," INSECTICIDE","SPINOSAD",110003
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.252"," INSECTICIDE","SPIROMESIFEN",24875
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.065"," INSECTICIDE","THIAMETHOXAM",60109
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," OTHER","ACIBENZOLAR-S-METHYL",61402
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," OTHER","CAPRIC ACID",128955
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," OTHER","CAPRYLIC ACID",128919
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," OTHER","CAPSICUM OLEORESIN EXTRACT",70704
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","196.615"," OTHER","CHLOROPICRIN",81501
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","70.726"," OTHER","DICHLOROPROPENE",29001
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.113"," OTHER","FLUTRIAFOL",128940
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," OTHER","GARLIC OIL",128827
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","2.372"," OTHER","HYDROGEN PEROXIDE",595
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," OTHER","IRON PHOSPHATE",34903
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","240.829"," OTHER","METAM-POTASSIUM",39002
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," OTHER","MINERAL OIL",63502
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," OTHER","PAECILOMYCES FUMOSOR",115002
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.491"," OTHER","PEROXYACETIC ACID",63201
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(D)"," OTHER","POTASSIUM SILICATE",72606
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","(NA)"," OTHER","PSEUDOMONAS CHLORORAPHIS STRAIN AFS009",6800
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / APPLICATION, AVG","0.199"," OTHER","REYNOUTRIA SACHALINE",55809
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.26"," FUNGICIDE","AZOXYSTROBIN",128810
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(NA)"," FUNGICIDE","BACILLUS AMYLOLIQUEFAC F727",16489
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(NA)"," FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS MBI 600",129082
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(NA)"," FUNGICIDE","BACILLUS AMYLOLIQUEFACIENS STRAIN D747",16482
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(NA)"," FUNGICIDE","BACILLUS PUMILUS",6485
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(NA)"," FUNGICIDE","BACILLUS SUBTILIS",6479
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","BLAD",30006
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.021"," FUNGICIDE","BORAX DECAHYDRATE",11102
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.506"," FUNGICIDE","BOSCALID",128008
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(NA)"," FUNGICIDE","BT SUBSP KURSTAKI EVB-113-19",6544
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","14.256"," FUNGICIDE","CAPTAN",81301
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","(D)"," FUNGICIDE","COPPER OCTANOATE",23306
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.031"," FUNGICIDE","CYFLUFENAMID",555550
2021,"CALIFORNIA","06"," BEARING - APPLICATIONS ","LB / ACRE / YEAR, AVG","0.591"," FUNGICIDE","CYPRODINIL",288202
